行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
夜丰颂府,餐饮美食,Khun Si,Khun Si,泰式与本地餐厅,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,40泰铢/份+泰式寿喜烧+脆皮猪肉,强,拜县好吃的路边小店,https://www.xiaohongshu.com/explore/6a312e180000000006021e26?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Little Good Things,Little Good Things,甜品与烘焙,夜丰颂市,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,蛋糕美味+大面包,强,泰国夜丰颂～实用完整攻略～旅居旅行,https://www.xiaohongshu.com/explore/6989bad0000000002801c286?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Na's Kitchen,Na's Kitchen,泰式与本地餐厅,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,炸虾招牌+平价量大,强,拜县太好吃啦！连吃三天！Na's Kitchen🦐,https://www.xiaohongshu.com/explore/6a68871100000000060130ea?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Nong Beer Restaurant,Nong Beer Restaurant,泰式与本地餐厅,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,咖喱面50泰铢+炸面脆,强,清迈拜县10元咖喱面，美味又实惠！,https://www.xiaohongshu.com/explore/69b658e5000000001a027887?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Noodle Soup House Ban Jabo(悬崖面馆),,面食与小吃,拜县向北50km,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,风景控,50泰铢面+咖啡+云雾山景,🇹🇭夜丰颂｜悬崖面馆，云雾缭绕的山间吃碗面,https://www.xiaohongshu.com/explore/68fcb57f0000000003037563?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Om Garden Cafe,Om Garden Cafe,咖啡馆,拜县,43,4,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,午餐,中,"冬天在拜县100块躺一天咖啡馆的常规操作！
泰国南邦府最佳两家咖啡馆，很值得去打卡
清迈Day15｜离开拜县早上打泰拳按摩店推荐
泰北自驾——路边咖啡馆","https://www.xiaohongshu.com/explore/697d85a0000000000a02f5ca?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66e109a900000000120122fe?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6914b3ea0000000005003323?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/5ffb023b0000000001003c9a?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Tea Tea's Cafe and Bakery,Tea Tea's Cafe and Bakery,甜品与烘焙,拜县,43,4,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,绿咖喱+脆皮鸡饭+WiFi,强,"冬天在拜县100块躺一天咖啡馆的常规操作！
拜县好吃的路边小店
泰国南邦府最佳两家咖啡馆，很值得去打卡
泰北自驾——路边咖啡馆","https://www.xiaohongshu.com/explore/697d85a0000000000a02f5ca?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a312e180000000006021e26?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66e109a900000000120122fe?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/5ffb023b0000000001003c9a?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Wojia Cafe,Wojia Cafe,咖啡馆,夜丰颂市Ban Rak Thai,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,木屋小湖茶园山景,中,清迈夜丰颂Ban Rak Thai-Wojia Cafe,https://www.xiaohongshu.com/explore/692baf4f000000001e002c6e?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Yen Fo (Pink Noodle),Pink Noodle,面食与小吃,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,鱼丸面+pink noodles+13-16元人均,强,《🇹🇭拜县美食,https://www.xiaohongshu.com/explore/699703ee000000001a01ca1d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,交通服务,牛洞寺接待处,,交通节点与游船服务,拜县与夜丰颂之间,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,禅修交通,黄色松条车120泰铢+每天两班7:00/11:00,泰国牛洞寺禅修最全攻略～旅拍,https://www.xiaohongshu.com/explore/694ad023000000001e024079?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,交通服务,清迈长途汽车站(Chiang Mai Arcade2),,汽车与巴士站,清迈,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,发往拜县,80泰铢/人+4小时车程,泰国旅行攻略14 | 拐760弯去住拜县这家酒店,https://www.xiaohongshu.com/explore/5fab74f3000000000101d9f9?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,康养SPA,拜县传统泰式按摩店,,泰式按摩,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,150泰铢/小时,中,清迈Day15｜离开拜县早上打泰拳按摩店推荐,https://www.xiaohongshu.com/explore/6914b3ea0000000005003323?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,康养SPA,Anong Thai Massage,Anong Thai Massage,泰式按摩,拜县,43,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,250泰铢/小时+踩雷痛,中,"超详细⚠️一个人拜县旅游完全攻略(上)
清迈Day15｜离开拜县早上打泰拳按摩店推荐","https://www.xiaohongshu.com/explore/64a7c6850000000023035fca?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6914b3ea0000000005003323?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,康养SPA,Mamalon Massage,Mamalon Massage,泰式按摩,拜县,43,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,环境好+按法舒服+以前做度假村按摩,强,"🇹🇭拜县马杀鸡踩雷店｜别去这家
清迈Day15｜离开拜县早上打泰拳按摩店推荐","https://www.xiaohongshu.com/explore/63f45a250000000027011ab9?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6914b3ea0000000005003323?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,康养SPA,Prawniee Paicity2 Massage,Prawniee Paicity2 Massage,泰式按摩,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,250泰铢+谷歌4.9分,强,清迈Day15｜离开拜县早上打泰拳按摩店推荐,https://www.xiaohongshu.com/explore/6914b3ea0000000005003323?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,康养SPA,Sapaiya Spa,Sapaiya Spa,SPA与水疗,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,590泰铢/小时+仅女性技师,强,超详细⚠️一个人拜县旅游完全攻略(上),https://www.xiaohongshu.com/explore/64a7c6850000000023035fca?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,FARM STAY@Pai,FARM STAY@Pai,民宿与客栈,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,空调/风扇木屋+兔子羊+包早餐,中,泰国｜在拜县不到200元一晚拥有独栋小木屋,https://www.xiaohongshu.com/explore/651febca000000001d039997?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Khun Yuam Resort(昆元度假村),Khun Yuam Resort,度假村,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,豪华房+飘窗观星+山景雾气,强,推荐两家夜丰颂环线上的住宿,https://www.xiaohongshu.com/explore/679ecd7e000000002900b488?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Moon Garden Hostel,Moon Garden Hostel,青年旅舍,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,30元/晚+泰北风格木屋+院子,强,拜县 30一晚的青旅,https://www.xiaohongshu.com/explore/6a2b59c900000000220084e3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,P.L.P. Guest House,P.L.P. Guest House,民宿与客栈,夜丰颂市,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,60元/晚+免费早餐+咖啡厅一体,强,🇹🇭Mae Hong Son夜丰颂P.L.P Guest House,https://www.xiaohongshu.com/explore/670f97800000000016020d86?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Pai Kiniman Resort,Pai Kiniman Resort,度假村,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,木屋+田园,中,在这样的国外乡下 你能待多久,https://www.xiaohongshu.com/explore/69129026000000000301b152?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Pai Village Boutique Resort(拜县精品农场度假村),Pai Village Boutique Resort,精品度假酒店,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,39栋泰式小木屋+热带花园+拜河景观,强,拜县神仙民宿免费住！🌿,https://www.xiaohongshu.com/explore/6982a8e0000000000d0082cc?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Phu Pai Art Resort(普派艺术酒店),Phu Pai Art Resort,度假村,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,田园风光+无边泳池+独栋别墅,强,泰国旅行攻略14 | 拐760弯去住拜县这家酒店,https://www.xiaohongshu.com/explore/5fab74f3000000000101d9f9?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,PiYa Guest House,PiYa Guest House,民宿与客栈,夜丰颂市,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,带泳池+近夜市菜场,中,泰国夜丰颂～实用完整攻略～旅居旅行,https://www.xiaohongshu.com/explore/6989bad0000000002801c286?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Pripta Boutique Resort,Pripta Boutique Resort,精品度假酒店,拜县,43,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,房间带院子+温泉浴缸+河景,强,"推荐两家夜丰颂环线上的住宿
Reverie Siam Resort - 意式精品酒店","https://www.xiaohongshu.com/explore/679ecd7e000000002900b488?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a254d3f0000000013020400?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Reverie Siam Resort,Reverie Siam Resort,精品度假酒店,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,欧式细节+河边下午茶,强,Reverie Siam Resort - 意式精品酒店,https://www.xiaohongshu.com/explore/6a254d3f0000000013020400?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,Romtai House Mae Hong Son,Romtai House Mae Hong Son,民宿与客栈,夜丰颂市,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,池塘鲜花院子,中,泰国夜丰颂～实用完整攻略～旅居旅行,https://www.xiaohongshu.com/explore/6989bad0000000002801c286?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,The Riverfront Reserve(河畔珍藏),The Riverfront Reserve,度假酒店,拜县,43,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,周末200+人均+水吧小食早餐,强,"泰国拜县好去处
Pai县-The Riverfront Reserve（河畔珍藏）","https://www.xiaohongshu.com/explore/5ebaa0190000000001000317?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69c53fdb000000001a02a924?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,住宿酒店,TIMN Co-working Space & Hostel Female Only,TIMN Co-working Space & Hostel Female Only,青年旅舍,拜县,43,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,干净安静安全+泰拳课,强,"清迈Day15｜离开拜县早上打泰拳按摩店推荐
在这样的国外乡下 你能待多久","https://www.xiaohongshu.com/explore/6914b3ea0000000005003323?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69129026000000000301b152?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
